City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,Aldan,58.6031,125.3894,59.41,69,100,4.74,RU,1687724580
292,Tôlanaro,-25.0319,46.9987,59.07,94,20,0.0,MG,1687724581
293,Gamba,-2.65,10.0,72.77,90,85,4.97,GA,1687724582
294,Aswān,24.0934,32.907,96.1,15,0,9.22,EG,1687724583
295,Soe,-9.8607,124.284,63.82,93,24,3.85,ID,1687724586
296,Vorkuta,67.5,64.0,50.2,64,88,5.75,RU,1687724587
297,Ishikawa,26.4233,127.8214,81.34,89,20,8.05,JP,1687724588
298,Chunskiy,56.0815,99.6342,52.79,98,100,6.98,RU,1687724589
299,Horta,38.5333,-28.6333,69.44,89,75,4.61,PT,1687724591
300,Hilo,19.7297,-155.09,81.25,74,75,12.66,US,1687724592
301,Happy Valley-Goose Bay,53.3168,-60.3315,55.71,67,75,9.22,CA,1687724593
302,Brookings,44.3114,-96.7984,70.14,80,100,19.57,US,1687724417
303,Ghat,24.9647,10.1728,91.76,10,0,9.35,LY,1687724596
304,Bhawānipatna,19.9,83.1667,75.38,94,100,5.35,IN,1687724597
305,Mirny,62.5353,113.9611,59.23,76,100,8.99,RU,1687724599
306,Choele Choel,-39.2667,-65.6833,58.33,55,100,19.48,AR,1687724600
307,Kurchum,48.5722,83.6542,48.96,81,1,8.75,KZ,1687724601
308,Kyela,-9.5833,33.85,69.03,78,76,1.63,TZ,1687724603
309,Saint-Leu,-21.15,55.2833,63.46,82,23,10.8,RE,1687724604
310,Leeton,-34.5667,146.4,41.9,83,0,10.94,AU,1687724605
311,Coquimbo,-29.9533,-71.3436,64.13,77,0,9.22,CL,1687724410
312,Luanda,-8.8368,13.2343,71.6,83,85,10.36,AO,1687724555
313,Mandera,3.9366,41.867,82.26,46,91,23.15,KE,1687724610
314,Ketchikan,55.3422,-131.6461,66.67,68,75,4.61,US,1687724613
315,Fedorovka,53.6314,62.7078,53.83,91,100,11.65,KZ,1687724614
316,Tambura,5.6,27.4667,68.47,96,73,3.24,SS,1687724615
317,Wynyard,-41.0,145.7167,47.17,93,87,6.15,AU,1687724616
318,Bamboo Flat,11.7,92.7167,82.27,82,100,11.12,IN,1687724618
319,Mwene-Ditu,-7.0,23.45,69.82,42,0,2.84,CD,1687724620
320,Melfi,40.9965,15.6514,66.76,84,0,3.6,IT,1687724622
321,Huarmey,-10.0681,-78.1522,75.13,69,4,9.78,PE,1687724624
322,Nantucket,41.2835,-70.0995,77.09,90,100,6.91,US,1687724447
323,Uturoa,-16.7333,-151.4333,81.21,71,55,17.54,PF,1687724626
324,Acapulco de Juárez,16.8634,-99.8901,85.82,74,75,8.05,MX,1687724627
325,Lae,-6.7221,146.9847,74.07,93,100,3.11,PG,1687724628
326,Chamdo,31.1667,97.2333,41.81,38,0,1.99,CN,1687724629
327,Aksu,41.1231,80.2644,75.15,34,100,18.34,CN,1687724631
328,Al Ḩāmūl,31.3115,31.1477,73.87,65,0,5.7,EG,1687724632
329,El Sauzal de Rodríguez,31.9,-116.6833,69.42,62,0,12.37,MX,1687724634
330,Port Lincoln,-34.7333,135.8667,52.29,72,4,9.51,AU,1687724635
331,Kourou,5.1552,-52.6478,82.45,73,27,6.11,GF,1687724636
332,Prince Rupert,54.3161,-130.3201,60.89,89,0,10.36,CA,1687724474
333,Fauske,67.2588,15.3918,58.95,78,34,1.86,NO,1687724638
334,Lagos,6.5833,3.75,75.15,83,99,5.28,NG,1687724604
335,Vilyuysk,63.7553,121.6247,65.68,57,100,5.08,RU,1687724641
336,Socorro,31.6546,-106.3033,103.86,8,0,4.61,US,1687724642
337,Ola,59.5833,151.2833,52.18,77,8,2.64,RU,1687724644
338,Hirara,24.8,125.2833,80.46,94,20,4.61,JP,1687724645
339,Inhambane,-23.865,35.3833,64.02,83,0,5.35,MZ,1687724646
340,Onega,63.9061,38.1404,57.4,57,59,6.29,RU,1687724647
341,Manismata,-2.4667,111.0333,72.23,99,54,1.59,ID,1687724648
342,Sandnessjøen,66.0217,12.6316,63.12,72,0,10.36,NO,1687724650
343,Manicoré,-5.8092,-61.3003,92.05,47,92,2.66,BR,1687724651
344,Puerto Aisén,-45.4,-72.7,39.88,100,100,2.26,CL,1687724652
345,Jishou,28.3167,109.7167,70.84,91,0,0.13,CN,1687724653
346,Aţ Ţaraf,25.3628,49.725,91.94,15,3,5.23,SA,1687724654
347,Nouadhibou,20.931,-17.0347,71.58,78,1,17.27,MR,1687724225
348,Kenai,60.5544,-151.2583,60.89,56,100,13.8,US,1687724658
349,Bayanhongor,46.7167,100.1167,44.78,60,5,2.89,MN,1687724659
350,Kununurra,-15.7667,128.7333,69.78,88,100,0.0,AU,1687724660
351,Puerto Baquerizo Moreno,-0.9,-89.6,76.77,80,98,12.15,EC,1687724661
352,Holualoa,19.6228,-155.9522,78.64,80,40,10.36,US,1687724662
353,Lázaro Cárdenas,17.9583,-102.2,87.93,61,80,11.43,MX,1687724663
354,Buritis,-15.6178,-46.4233,78.01,33,100,3.44,BR,1687724665
355,Taroa,8.7058,171.2275,83.05,78,95,17.72,MH,1687724666
356,Okakarara,-20.5833,17.4333,56.34,30,0,6.55,NA,1687724668
357,Cidreira,-30.1811,-50.2056,70.57,82,26,6.46,BR,1687724669
358,Dodge City,37.7528,-100.0171,85.24,39,0,9.22,US,1687724670
359,Diego de Almagro,-26.3667,-70.05,79.95,18,0,10.22,CL,1687724672
360,Itoman,26.1247,127.6694,81.37,96,20,9.22,JP,1687724673
361,Hobyo,5.3505,48.5268,78.03,83,100,27.69,SO,1687724674
362,Santa Cruz de la Sierra,-17.8,-63.1667,86.05,62,40,17.27,BO,1687724508
363,Chonchi,-42.6128,-73.8092,49.21,87,100,11.48,CL,1687724676
364,Sisimiut,66.9395,-53.6735,43.03,65,12,9.46,GL,1687724677
365,Arkhara,49.4212,130.0842,65.7,97,97,4.29,RU,1687724679
366,Bumba,2.1833,22.4667,70.81,98,87,2.13,CD,1687724680
367,Oye-Plage,50.9771,2.0428,73.11,81,0,19.33,FR,1687724682
368,Alvarães,-3.2208,-64.8042,91.27,58,90,2.19,BR,1687724683
369,Glace Bay,46.1969,-59.957,73.89,89,75,11.5,CA,1687724668
370,Palmer,42.1584,-72.3287,88.77,61,26,3.0,US,1687723885
371,Nuuk,64.1835,-51.7216,45.21,61,4,12.66,GL,1687724686
372,Cannonvale,-20.2833,148.7,69.19,88,21,4.85,AU,1687724687
373,Djibo,14.1022,-1.6306,90.3,40,100,4.92,BF,1687724689
374,As Sulayyil,20.4607,45.5779,98.85,10,13,8.34,SA,1687724690
375,Yemetsk,63.4721,41.7941,59.54,59,84,5.44,RU,1687724692
376,Ondjiva,-17.0667,15.7333,62.64,34,0,4.61,AO,1687724693
377,Bahía de Kino,28.8333,-111.9333,114.93,31,17,9.37,MX,1687724694
378,Kolonia Town,6.964,158.206,82.4,78,75,9.22,FM,1687724695
379,Mālvan,16.0667,73.4667,81.61,83,97,15.12,IN,1687724697
380,Bousso,10.4795,16.7117,78.04,69,12,1.07,TD,1687724698
381,Yemva,62.59,50.8594,50.79,78,29,2.17,RU,1687724699
382,Mahuta,-10.8667,39.45,60.53,93,0,1.39,TZ,1687724700
383,Koné,-21.0595,164.8658,60.26,76,11,1.79,NC,1687724702
384,Leppävirta,62.4901,27.7826,58.01,78,5,2.55,FI,1687724703
385,Beaufort West,-32.3567,22.583,51.28,88,53,11.95,ZA,1687724658
386,Cologne,50.9333,6.95,83.05,52,0,4.61,DE,1687724499
387,Mildura,-34.2,142.15,46.08,81,0,12.26,AU,1687724708
388,Codrington,-38.2667,141.9667,53.1,80,98,20.18,AU,1687724710
389,Ürümqi,43.801,87.6005,67.15,49,0,8.95,CN,1687724711
390,Desaguadero,-16.5656,-69.0417,56.48,15,0,3.2,PE,1687724713
391,Mazamari,-11.3258,-74.5308,89.15,40,5,2.51,PE,1687724714
392,Adrar,20.5022,-10.0711,95.22,11,0,9.44,MR,1687724716
393,Baabda,33.8339,35.5442,75.61,39,0,4.14,LB,1687724717
394,Badīyah,22.45,58.8,81.57,73,15,5.61,OM,1687724718
395,Dêqên,29.9618,90.7188,53.65,56,7,5.21,CN,1687724719
396,Masterton,-40.9597,175.6575,44.29,95,28,4.38,NZ,1687724720
397,Sinan,34.8262,126.1086,73.51,98,100,18.03,KR,1687724721
398,Šibenik,43.7272,15.9058,76.66,53,0,5.99,HR,1687724723
399,Prestea,5.4327,-2.1428,73.96,87,98,4.7,GH,1687724724
400,Mocímboa,-11.3167,40.35,71.33,76,3,9.48,MZ,1687724725
401,Kuito,-12.3833,16.9333,54.45,36,2,1.21,AO,1687724727
402,Lüderitz,-26.6481,15.1594,56.17,84,0,13.51,NA,1687724728
403,Lyman,48.9884,37.8023,63.39,77,100,13.18,UA,1687724729
404,Ambanja,-13.6833,48.45,72.43,78,77,2.71,MG,1687724730
405,Genhe,50.7833,121.5167,60.15,99,99,2.15,CN,1687724732
406,Palm Coast,29.585,-81.2078,92.1,56,0,8.05,US,1687724643
407,St Ives,50.2086,-5.4875,63.09,74,0,19.1,GB,1687724734
408,Basco,20.4487,121.9702,83.19,80,21,16.11,PH,1687724735
409,Merca,1.7159,44.7717,77.22,82,45,18.81,SO,1687724736
410,Bodø,67.28,14.405,58.95,85,0,9.22,NO,1687724739
411,Port Augusta,-32.5,137.7667,46.53,68,88,6.44,AU,1687724740
412,Yeppoon,-23.1333,150.7333,62.38,91,92,2.91,AU,1687724741
413,Aguilares,-27.4338,-65.6143,73.72,56,18,2.46,AR,1687724742
414,Belmonte,-15.8631,-38.8828,73.94,80,100,7.11,BR,1687724744
415,Koksan,38.7819,126.6664,66.65,95,100,6.08,KP,1687724745
416,Shiguai,40.7058,110.2856,62.87,64,98,2.62,CN,1687724746
417,Kolasib,24.2333,92.7,72.82,99,100,1.74,IN,1687724748
418,Coahuayana de Hidalgo,18.7,-103.6583,89.56,62,60,10.2,MX,1687724750
419,Mount Holly,35.2982,-81.0159,92.05,49,75,5.75,US,1687724751
420,Burang,30.25,81.1667,46.18,89,53,3.47,CN,1687724753
421,Wau,7.7029,27.9953,74.53,82,78,4.56,SS,1687724754
422,Lávrio,37.7145,24.0565,81.86,61,86,5.26,GR,1687724756
423,Amboasary,-25.0333,46.3833,59.0,74,4,2.68,MG,1687724757
424,Kayangel,8.0823,134.7173,82.87,78,100,14.0,PW,1687724758
425,Thunder Bay,48.4001,-89.3168,62.58,88,100,12.66,CA,1687724759
426,Bardai,11.65,7.2333,76.51,74,49,7.29,NG,1687724761
427,Minas de Marcona,-15.2119,-75.1103,65.19,58,0,6.35,PE,1687724762
428,Kochubey,44.3861,46.5825,79.95,49,72,1.79,RU,1687724764
429,Arkhangelsk,64.5401,40.5433,57.34,71,83,4.72,RU,1687724765
430,Alihe,50.5667,123.7167,61.81,99,79,3.89,CN,1687724766
431,North Battleford,52.7834,-108.2847,82.49,34,0,10.36,CA,1687724767
432,São José da Coroa Grande,-8.8978,-35.1478,76.87,80,32,11.74,BR,1687724768
433,Nguigmi,14.2495,13.1092,88.54,47,66,4.72,NE,1687724769
434,Leh,34.1667,77.5833,64.02,42,100,6.08,IN,1687724770
435,Nola,40.922,14.5329,79.63,75,5,4.43,IT,1687724771
436,Bestöbe,52.4994,73.0975,56.88,62,100,4.9,KZ,1687724773
437,Presidente Epitácio,-21.7633,-52.1156,75.34,55,0,3.85,BR,1687724775
438,Greenville,35.6127,-77.3663,89.76,48,0,5.75,US,1687724736
439,Portland,45.5234,-122.6762,82.53,47,20,10.36,US,1687724638
440,Hotan,37.0997,79.9269,80.94,17,0,13.87,CN,1687724778
441,Irbit,57.6705,63.071,47.73,95,98,6.08,RU,1687724779
442,Westport,41.1415,-73.3579,85.48,70,20,6.91,US,1687724749
443,León,21.1167,-101.6667,87.85,43,4,18.19,MX,1687724682
444,Ta`ū,-14.2336,-169.5144,80.58,75,24,5.19,AS,1687724783
445,Oranjemund,-28.55,16.4333,55.56,94,40,8.93,NA,1687724784
446,Uyuni,-20.4597,-66.825,50.77,19,5,6.2,BO,1687724786
447,Weno,7.4515,151.8468,82.35,83,75,3.44,FM,1687724787
448,Ulladulla,-35.35,150.4667,55.09,54,0,18.45,AU,1687724788
449,La Sarre,48.8002,-79.1996,73.98,34,100,6.15,CA,1687724789
450,Ingeniero Guillermo N. Juárez,-23.9,-61.85,88.84,38,0,10.49,AR,1687724791
451,Changuinola,9.4333,-82.5167,81.0,67,100,7.0,PA,1687724556
452,Siocon,7.7061,122.1353,79.03,87,93,4.97,PH,1687724793
453,San José del Guaviare,2.5729,-72.6459,82.38,85,45,2.28,CO,1687724794
454,Labrador City,52.9463,-66.9114,60.71,48,20,9.22,CA,1687724795
455,Bikenibeu Village,1.3673,173.1241,80.56,89,100,8.05,KI,1687724797
456,Toliara,-23.35,43.6667,61.92,64,0,12.01,MG,1687724798
457,Rumoi,43.9344,141.6428,61.07,91,18,4.21,JP,1687724800
458,Hermiston,45.8404,-119.2895,89.71,31,0,4.61,US,1687724681
459,Carnarvon,-24.8667,113.6333,59.29,72,4,12.59,AU,1687724802
460,Cabo San Lucas,22.8909,-109.9124,90.61,75,20,5.75,MX,1687724803
461,Crane,31.3974,-102.3501,108.55,8,0,5.3,US,1687724804
462,Bac Lieu,9.285,105.7244,80.4,83,100,8.08,VN,1687724805
463,Big Spring,32.2504,-101.4787,110.23,6,0,8.05,US,1687724806
464,Obo,5.3998,26.4869,68.72,96,37,2.37,CF,1687724808
465,Yen Vinh,18.6667,105.6667,76.77,92,100,1.57,VN,1687724799
466,Icaño,-28.9193,-65.3282,75.11,54,0,11.83,AR,1687724811
467,Oviedo,43.3603,-5.8448,66.29,91,28,1.99,ES,1687724603
468,Makokou,0.5738,12.8642,70.95,87,96,3.09,GA,1687724813
469,Kuanda,56.3161,116.0806,53.91,92,11,3.02,RU,1687724814
470,Broome,42.2506,-75.833,84.85,63,0,4.0,US,1687724815
471,Turhal,40.3875,36.0811,65.28,78,0,2.59,TR,1687724816
472,Jonquière,48.4165,-71.2488,75.31,27,91,6.62,CA,1687724645
473,Vaasa,63.096,21.6158,65.28,98,0,5.75,FI,1687724819
474,Zuwārah,32.9312,12.082,74.71,76,0,10.42,LY,1687724820
475,Mustafābād,30.8922,73.4989,92.91,51,97,12.08,PK,1687724822
476,Menongue,-14.6585,17.691,54.66,38,0,4.54,AO,1687724824
477,Nemuro,43.3236,145.575,53.89,99,74,5.46,JP,1687724826
478,Walvis Bay,-22.9575,14.5053,57.09,88,16,2.3,NA,1687724827
479,Banes,20.9625,-75.7186,86.0,69,50,13.33,CU,1687724828
480,Khenifra,32.9333,-5.6667,89.92,18,41,10.51,MA,1687724829
481,Garoowe,8.4054,48.4845,80.46,54,100,27.81,SO,1687724830
482,Ebaye,8.7748,167.7392,84.22,74,40,17.27,MH,1687724833
483,South Boston,42.3334,-71.0495,87.71,71,75,10.36,US,1687724835
484,Kiknur,57.3034,47.2011,52.16,81,93,6.8,RU,1687724836
485,Enewetak,11.3474,162.3373,82.02,81,100,21.21,MH,1687724837
486,Manthani,18.65,79.6667,80.65,79,100,13.91,IN,1687724838
487,Tosontsengel,48.7567,98.2839,44.58,69,62,1.9,MN,1687724839
488,Zaterechnyy,44.7931,45.2097,79.43,54,82,5.68,RU,1687724840
489,Dazhong,33.1997,120.4578,72.48,95,100,11.32,CN,1687724842
490,Chaohu,31.6,117.8667,73.13,95,100,8.41,CN,1687724792
491,Tekirdağ,40.978,27.5085,67.35,65,0,2.46,TR,1687724800
492,Howrah,22.5892,88.3103,82.4,94,75,3.44,IN,1687724846
493,Xuchang,34.0167,113.8167,72.16,80,10,2.39,CN,1687724847
494,Mitchell,43.7094,-98.0298,76.98,52,100,19.57,US,1687724554
495,Sudislavl',57.8817,41.7083,54.77,81,41,1.88,RU,1687724850
496,At Tāj,24.2049,23.2857,85.87,20,0,12.21,LY,1687724851
497,Rivera,-30.9053,-55.5508,73.89,74,46,4.99,UY,1687724777
498,Katiola,8.1333,-5.1,77.31,77,88,3.71,CI,1687724854
499,Tieling,42.2931,123.8414,68.43,80,95,4.45,CN,1687724855
500,Gofitskoye,45.0792,43.0464,69.87,78,1,3.49,RU,1687724858
501,Ulsteinvik,62.3432,5.8487,66.97,81,44,1.01,NO,1687724859
502,Belyy Yar,53.6039,91.3903,53.49,87,0,0.0,RU,1687724860
503,Marsa Alam,25.0757,34.8918,87.94,42,0,3.31,EG,1687724861
504,Port Moresby,-9.4431,147.1797,72.82,94,20,5.75,PG,1687724863
505,Manokwari,-0.8667,134.0833,78.53,78,97,4.12,ID,1687724864
506,Qarazhal,48.0078,70.7903,61.92,33,53,8.3,KZ,1687724865
507,Munirābād,15.3333,76.3333,77.63,78,100,17.85,IN,1687724866
508,Smithers,54.7804,-127.1743,75.52,35,20,9.22,CA,1687724868
509,Mercedes,-34.6515,-59.4307,63.64,57,100,5.32,AR,1687724799
510,Bonthe,7.5264,-12.505,77.43,88,99,5.41,SL,1687724871
511,Elliot Lake,46.3834,-82.6331,76.28,56,100,9.86,CA,1687724872
512,Luziânia,-16.2525,-47.9503,73.09,36,100,5.17,BR,1687724846
513,Inari,68.906,27.0288,62.8,73,68,10.31,FI,1687724874
514,La Mira,18.035,-102.3266,88.16,61,88,11.61,MX,1687724875
515,Pimentel,-6.8367,-79.9342,77.29,69,100,10.36,PE,1687724876
516,Neiafu,-18.65,-173.9833,68.68,94,20,0.0,TO,1687724877
517,Uzgen,40.7699,73.3007,62.89,71,100,4.27,KG,1687724879
518,San Antonio de Palé,-1.4014,5.6325,75.07,81,8,3.94,GQ,1687724881
519,Egilsstadir,65.2653,-14.3948,57.11,67,75,16.11,IS,1687724882
520,Maamba,-17.3667,27.15,59.68,47,0,3.11,ZM,1687724883
521,Gaspé,48.8334,-64.4819,64.62,77,75,4.61,CA,1687724884
522,Madimba,-10.4,40.3333,72.48,76,3,10.69,TZ,1687724421
523,Manavālakurichi,8.1333,77.3,78.94,81,100,16.93,IN,1687724886
524,Tadine,-21.55,167.8833,66.16,64,12,8.32,NC,1687724887
525,Mariel,22.9875,-82.7536,80.74,66,27,11.95,CU,1687724889
526,Naama,33.2667,-0.3167,85.33,12,2,18.86,DZ,1687724890
527,São Miguel do Araguaia,-13.275,-50.1628,87.64,26,100,4.63,BR,1687724891
528,Dunedin,-45.8742,170.5036,48.79,93,100,3.0,NZ,1687724621
529,Togur,58.3631,82.8265,44.04,85,69,3.02,RU,1687724894
530,Caleta de Carquín,-11.0925,-77.6267,72.72,72,14,11.12,PE,1687724895
531,Marlin,31.3063,-96.898,99.27,27,5,15.17,US,1687724896
532,Saran,47.9501,1.876,80.62,50,0,9.22,FR,1687724897
533,Pisco,-13.7,-76.2167,71.65,68,20,11.5,PE,1687724899
534,Yuzhno-Kurilsk,44.0306,145.8556,54.55,96,88,4.43,RU,1687724900
535,Saynshand,44.8824,110.1163,72.66,43,70,10.74,MN,1687724901
536,Kapuskasing,49.4169,-82.4331,64.4,68,100,9.22,CA,1687724902
537,Kerikeri,-35.2268,173.9474,54.91,96,74,2.39,NZ,1687724904
538,Tazacorte,28.629,-17.9293,73.15,86,75,18.41,ES,1687724906
539,Polyarny,69.1989,33.4478,48.54,95,74,12.44,RU,1687724907
540,Xinzhi,36.4989,111.7047,73.85,58,18,1.92,CN,1687724909
541,Miles City,46.4083,-105.8406,76.17,43,0,4.61,US,1687724910
542,Islamorada,24.9243,-80.6278,82.0,87,100,1.99,US,1687724911
543,Kuta,-8.7233,115.1723,75.15,94,20,5.01,ID,1687724912
544,Kemijärvi,66.7131,27.4306,65.62,58,92,3.4,FI,1687724913
545,Hadibu,12.65,54.0333,79.02,80,55,27.0,YE,1687724915
546,Fuman,37.2273,49.3142,72.09,44,0,3.96,IR,1687724916
547,Dzerzhinsk,56.2389,43.4631,55.22,81,0,0.0,RU,1687724918
548,Monte Carmelo,-18.7247,-47.4986,70.5,43,100,6.15,BR,1687724919
549,Porto de Moz,-1.7483,-52.2383,81.57,76,100,2.39,BR,1687724920
550,Saint-Pierre,-21.3393,55.4781,64.08,68,75,10.36,RE,1687724921
551,Queenstown,-31.8976,26.8753,50.18,87,83,5.61,ZA,1687724922
552,Al Burayqah,30.4062,19.5739,75.2,79,0,9.86,LY,1687724923
553,Saint-Philippe,-21.3585,55.7679,63.99,77,22,8.3,RE,1687724925
554,Luwuk,-0.9516,122.7875,76.8,86,76,3.06,ID,1687724926
555,Chernyshevsk,52.5243,117.0174,56.08,96,73,3.58,RU,1687724928
556,Roanoke,37.271,-79.9414,90.63,52,40,11.5,US,1687724660
557,Altamira,-3.2033,-52.2064,89.69,51,20,3.44,BR,1687724930
558,Cherdyn',60.403,56.4787,46.02,80,8,3.13,RU,1687724931
559,Moose Jaw,50.4001,-105.5344,80.85,26,45,4.61,CA,1687724932
560,San Ignacio,17.1561,-89.0714,98.74,39,75,9.22,BZ,1687724933
561,Gainesville,29.6516,-82.3248,94.71,43,0,5.75,US,1687724769
562,Madingou,-4.1536,13.55,75.85,74,96,5.37,CG,1687724936
563,Yaren,-0.5472,166.916,82.94,70,73,5.82,NR,1687724937
564,Keelung,25.1283,121.7419,82.09,85,94,2.26,TW,1687724939
565,Undurkhaan,47.3194,110.6556,62.37,66,47,2.08,MN,1687724940
566,Jiagedaqi,50.4167,124.1167,61.72,98,34,1.23,CN,1687724941
567,Baiyin,36.5583,104.2081,67.64,43,7,7.25,CN,1687724942
568,Keren,15.7778,38.4581,79.77,50,0,2.46,ER,1687724943
569,Dolinsk,47.35,142.8,60.67,86,100,9.35,RU,1687724945
570,Mian Channu,30.44,72.3543,101.34,33,17,14.32,PK,1687724947
571,Juneau,58.3019,-134.4197,59.22,94,100,3.44,US,1687724892
572,Stephenville,32.2207,-98.2023,104.25,29,0,4.61,US,1687724949
573,Mourniés,35.4764,24.0092,77.4,69,40,0.0,GR,1687724950
574,Ebon,4.582,168.6964,81.01,77,100,13.11,MH,1687724952
575,Puerto Armuelles,8.2833,-82.8667,87.78,74,100,5.01,PA,1687724953
576,Xique Xique,-10.8217,-42.7311,82.78,42,100,10.2,BR,1687724954
577,Griffith,41.5284,-87.4237,85.1,54,75,20.71,US,1687724955
578,Zlatoust,55.1711,59.6508,45.99,88,100,3.53,RU,1687724956
579,Gizo Government Station,-8.103,156.8419,81.41,78,100,22.59,SB,1687724958
580,Taltal,-25.4,-70.4833,66.9,71,24,4.14,CL,1687724959
581,San Pedro Pochutla,15.7333,-96.4667,87.51,74,100,6.04,MX,1687724960
582,Waat,51.1454,6.4958,81.77,63,15,2.3,DE,1687724961
583,Burē,10.7,37.0667,59.2,89,79,2.89,ET,1687724963
584,Sollefteå,63.1667,17.2667,62.46,78,6,4.05,SE,1687724964
